OpenJDK 64-Bit Server VM (25.202-b05) for bsd-amd64 JRE (Zulu 8.36.0.1-CA-macosx) (1.8.0_202-b05), built on Jan 29 2019 06:07:09 by "zulu_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(3612780k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
Heap
 PSYoungGen      total 76288K, used 35665K [0x000000076ab00000, 0x0000000770000000, 0x00000007c0000000)
  eden space 65536K, 54% used [0x000000076ab00000,0x000000076cdd4418,0x000000076eb00000)
  from space 10752K, 0% used [0x000000076f580000,0x000000076f580000,0x0000000770000000)
  to   space 10752K, 0% used [0x000000076eb00000,0x000000076eb00000,0x000000076f580000)
 ParOldGen       total 175104K, used 0K [0x00000006c0000000, 0x00000006cab00000, 0x000000076ab00000)
  object space 175104K, 0% used [0x00000006c0000000,0x00000006c0000000,0x00000006cab00000)
 Metaspace       used 7653K, capacity 8005K, committed 8192K, reserved 1056768K
  class space    used 852K, capacity 948K, committed 1024K, reserved 1048576K
K(1067008K)], 0,0288792 secs] [Times: user=0,08 sys=0,00, real=0,03 secs] 
4,555: [GC (Allocation Failure) [PSYoungGen: 65536K->1354K(76288K)] 71378K->7205K(189440K), 0,0034729 secs] [Times: user=0,01 sys=0,00, real=0,00 secs] 
5,893: [GC (Allocation Failure) [PSYoungGen: 66890K->2444K(76288K)] 72741K->8302K(189440K), 0,0022656 secs] [Times: user=0,01 sys=0,00, real=0,00 secs] 
6,218: [GC (Allocation Failure) [PSYoungGen: 67980K->3120K(94720K)] 73838K->8978K(207872K), 0,0033948 secs] [Times: user=0,01 sys=0,00, real=0,01 secs] 
6,677: [GC (Allocation Failure) [PSYoungGen: 89136K->4011K(94208K)] 94994K->9878K(207360K), 0,0049946 secs] [Times: user=0,02 sys=0,00, real=0,01 secs] 
6,835: [GC (Allocation Failure) [PSYoungGen: 90027K->3760K(131072K)] 95894K->9634K(244224K), 0,0040680 secs] [Times: user=0,01 sys=0,01, real=0,00 secs] 
7,051: [GC (Allocation Failure) [PSYoungGen: 127152K->3760K(131072K)] 133026K->9634K(244224K), 0,0044834 secs] [Times: user=0,02 sys=0,00, real=0,00 secs] 
7,187: [GC (Allocation Failure) [PSYoungGen: 127152K->3808K(175616K)] 133026K->9690K(288768K), 0,0048121 secs] [Times: user=0,01 sys=0,00, real=0,01 secs] 
7,314: [GC (Allocation Failure) [PSYoungGen: 172256K->3168K(175616K)] 178138K->9658K(288768K), 0,0038608 secs] [Times: user=0,01 sys=0,00, real=0,00 secs] 
7,402: [GC (Allocation Failure) [PSYoungGen: 171616K->928K(246272K)] 178106K->9679K(359424K), 0,0035172 secs] [Times: user=0,02 sys=0,00, real=0,00 secs] 
7,548: [GC (Allocation Failure) [PSYoungGen: 240544K->96K(246784K)] 249295K->9735K(359936K), 0,0017910 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
7,674: [GC (Allocation Failure) [PSYoungGen: 239712K->96K(339968K)] 249351K->9751K(453120K), 0,0010835 secs] [Times: user=0,01 sys=0,00, real=0,00 secs] 
7,877: [GC (Allocation Failure) [PSYoungGen: 336992K->96K(344576K)] 346647K->9767K(457728K), 0,0011636 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
8,041: [GC (Allocation Failure) [PSYoungGen: 336992K->96K(456704K)] 346663K->9775K(569856K), 0,0010529 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
8,313: [GC (Allocation Failure) [PSYoungGen: 456288K->64K(464896K)] 465967K->9743K(578048K), 0,0011051 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
8,541: [GC (Allocation Failure) [PSYoungGen: 457280K->64K(549888K)] 466959K->9751K(663040K), 0,0011019 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
8,844: [GC (Allocation Failure) [PSYoungGen: 549440K->96K(556544K)] 559127K->9791K(669696K), 0,0011069 secs] [Times: user=0,01 sys=0,00, real=0,00 secs] 
9,110: [GC (Allocation Failure) [PSYoungGen: 549472K->64K(643584K)] 559167K->9759K(756736K), 0,0010454 secs] [Times: user=0,01 sys=0,00, real=0,01 secs] 
9,460: [GC (Allocation Failure) [PSYoungGen: 643136K->64K(651264K)] 652831K->9759K(764416K), 0,0011097 secs] [Times: user=0,00 sys=0,00, real=0,01 secs] 
9,773: [GC (Allocation Failure) [PSYoungGen: 644160K->64K(739328K)] 653855K->9759K(852480K), 0,0011373 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
10,168: [GC (Allocation Failure) [PSYoungGen: 737856K->64K(744448K)] 747551K->9759K(857600K), 0,0010767 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
10,529: [GC (Allocation Failure) [PSYoungGen: 737856K->160K(829952K)] 747551K->9855K(943104K), 0,0010769 secs] [Times: user=0,01 sys=0,00, real=0,00 secs] 
10,973: [GC (Allocation Failure) [PSYoungGen: 829600K->128K(836608K)] 839295K->9823K(949760K), 0,0011699 secs] [Times: user=0,01 sys=0,00, real=0,00 secs] 
11,382: [GC (Allocation Failure) [PSYoungGen: 831104K->128K(902656K)] 840799K->9823K(1015808K), 0,0011542 secs] [Times: user=0,01 sys=0,00, real=0,00 secs] 
11,847: [GC (Allocation Failure) [PSYoungGen: 899712K->160K(904704K)] 909407K->9855K(1017856K), 0,0012667 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
12,285: [GC (Allocation Failure) [PSYoungGen: 899744K->128K(970240K)] 909439K->9823K(1083392K), 0,0012517 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
12,780: [GC (Allocation Failure) [PSYoungGen: 968320K->128K(972800K)] 978015K->9823K(1085952K), 0,0011118 secs] [Times: user=0,00 sys=0,00, real=0,01 secs] 
13,248: [GC (Allocation Failure) [PSYoungGen: 968320K->96K(1038848K)] 978015K->9791K(1152000K), 0,0012615 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
13,777: [GC (Allocation Failure) [PSYoungGen: 1036384K->128K(1040384K)] 1046079K->9823K(1153536K), 0,0011164 secs] [Times: user=0,01 sys=0,00, real=0,00 secs] 
14,279: [GC (Allocation Failure) [PSYoungGen: 1036416K->128K(1102848K)] 1046111K->9823K(1216000K), 0,0010908 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
14,839: [GC (Allocation Failure) [PSYoungGen: 1102464K->128K(1105920K)] 1112159K->9823K(1219072K), 0,0011039 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
15,373: [GC (Allocation Failure) [PSYoungGen: 1102464K->128K(1158656K)] 1112159K->9823K(1271808K), 0,0011415 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
15,955: [GC (Allocation Failure) [PSYoungGen: 1157248K->128K(1160192K)] 1166943K->9823K(1273344K), 0,0010895 secs] [Times: user=0,01 sys=0,00, real=0,00 secs] 
16,518: [GC (Allocation Failure) [PSYoungGen: 1157248K->128K(1211904K)] 1166943K->9823K(1325056K), 0,0010899 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
17,123: [GC (Allocation Failure) [PSYoungGen: 1210496K->128K(1213440K)] 1220191K->9823K(1326592K), 0,0011000 secs] [Times: user=0,01 sys=0,00, real=0,00 secs] 
17,710: [GC (Allocation Failure) [PSYoungGen: 1210496K->128K(1264640K)] 1220191K->9823K(1377792K), 0,0010593 secs] [Times: user=0,00 sys=0,00, real=0,01 secs] 
18,351: [GC (Allocation Failure) [PSYoungGen: 1263232K->96K(1265664K)] 1272927K->9855K(1378816K), 0,0011035 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
18,967: [GC (Allocation Failure) [PSYoungGen: 1263200K->64K(1315840K)] 1272959K->9823K(1428992K), 0,0010642 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
19,628: [GC (Allocation Failure) [PSYoungGen: 1315392K->64K(1317376K)] 1325151K->9823K(1430528K), 0,0030972 secs] [Times: user=0,00 sys=0,01, real=0,01 secs] 
20,264: [GC (Allocation Failure) [PSYoungGen: 1315392K->96K(1361920K)] 1325151K->9855K(1475072K), 0,0009943 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
20,945: [GC (Allocation Failure) [PSYoungGen: 1361504K->96K(1363456K)] 1371263K->9855K(1476608K), 0,0010687 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
21,603: [GC (Allocation Failure) [PSYoungGen: 1361504K->64K(1394688K)] 1371263K->9823K(1507840K), 0,0011064 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
22,289: [GC (Allocation Failure) [PSYoungGen: 1393728K->64K(1395200K)] 1403487K->9823K(1508352K), 0,0011833 secs] [Times: user=0,00 sys=0,00, real=0,00 secs] 
22,960: [GC (Allocation Failure) [PSYoungGen: 1393728K->64K(1396224K)] 1403487K->9823K(1509376K), 0,0010392 secs] [Times: user=0,01 sys=0,00, real=0,01 secs] 
23,631: [GC (Allocation Failure) [PSYoungGen: 1394752K->96K(1396224K)] 1404511K->9855K(1509376K), 0,0010826 secs] [Times: user=0,01 sys=0,01, real=0,00 secs] 
